,forecast,error,forecast_lower,forecast_upper
0,1.2378066061069812,0.015718731195239883,1.2220878749117414,1.253525337302221
1,1.256699814044056,0.0197814382904681,1.2369183757535878,1.2764812523345241
2,1.2716993597476993,0.02340402192842969,1.2482953378192696,1.295103381676129
3,1.2805858838978073,0.026634161809653358,1.253951722088154,1.3072200457074605
4,1.2858507307825546,0.029514372370683415,1.2563363584118712,1.315365103153238
5,1.288969904517034,0.0320825623503466,1.2568873421666873,1.3210524668673806
6,1.2908178679998947,0.03437253373677315,1.2564453342631217,1.3251904017366678
7,1.2919126992996834,0.03641442666221012,1.2554982726374733,1.3283271259618936
8,1.292561335263605,0.03823511610124091,1.254326219162364,1.3307964513648458
9,1.2929456215127955,0.0398585655936715,1.253087055919124,1.3328041871064669
10,1.2931732930104167,0.04130614264771107,1.2518671503627057,1.3344794356581278
11,1.2933081776463835,0.04259689997471886,1.2507112776716647,1.3359050776211023
12,1.2933880904383226,0.0437478262570712,1.2496402641812514,1.3371359166953938
13,1.2934354350025847,0.04477406974970363,1.248661365252881,1.3382095047522884
14,1.2934634844263475,0.04568913765832577,1.2477743467680218,1.3391526220846732
15,1.293480102388424,0.04650507391848386,1.2469750284699401,1.3399851763069077
16,1.293489947748026,0.04723261771536254,1.2462573300326634,1.3407225654633885
17,1.2934957806597418,0.0478813448307307,1.245614435829011,1.3413771254904725
18,1.2934992363851254,0.04845979367741102,1.2450394427077145,1.3419590300625364
19,1.2935012837396043,0.04897557768011283,1.2445257060594914,1.3424768614197171
20,1.2935024967006752,0.049435485481761764,1.2440670112189134,1.342937982182437
21,1.2935032153229629,0.0498455702942212,1.2436576450287418,1.343348785617184
22,1.2935036410728116,0.050211229569421464,1.24329241150339,1.343714870642233
23,1.2935038933095386,0.05053727603951162,1.242966617270027,1.3440411693490502
24,1.2935040427479154,0.05082800106104984,1.2426760416868656,1.3443320438089652
25,1.2935041312831133,0.05108723109695555,1.2424169001861578,1.3445913623800687
26,1.2935041837360468,0.05131837807962708,1.2421858056564197,1.344822561815674
27,1.2935042148119387,0.051524484318093935,1.2419797304938447,1.3450286991300326
28,1.2935042332229405,0.0517082625402623,1.2417959706826782,1.3452124957632028
29,1.2935042441305917,0.05187213159728163,1.24163211253331,1.3453763757278734
30,1.2935042505928611,0.05201824829996582,1.2414860022928953,1.345522498892827
31,1.2935042544214514,0.052148535806293396,1.241355718615158,1.3456527902277449
32,1.2935042566897108,0.052264708933617156,1.2412395477560936,1.345768965623328
33,1.2935042580335474,0.05236829672873736,1.24113596130481,1.3458725547622847
34,1.2935042588297074,0.05246066259290111,1.2410435962368063,1.3459649214226086
35,1.2935042593013946,0.05254302222660909,1.2409612370747856,1.3460472815280036
36,1.293504259580847,0.0526164596304154,1.2408877999504315,1.3461207192112625
37,1.2935042597464095,0.052681941372319845,1.2408223183740896,1.3461862011187293
38,1.2935042598444975,0.0527403293095371,1.2407639305349603,1.3462445891540347
39,1.29350425990261,0.05279239193208402,1.240711867970526,1.3462966518346942
40,1.293504259937039,0.052838814477487145,1.2406654454595518,1.3463430744145262
41,1.2935042599574365,0.05288020794973805,1.2406240520076983,1.3463844679071746
42,1.293504259969521,0.052917117161202176,1.2405871428083188,1.3464213771307232
43,1.2935042599766806,0.052950027903327056,1.2405542320733536,1.3464542878800076
44,1.2935042599809223,0.052979373340529455,1.2405248866403928,1.3464836333214518
45,1.2935042599834352,0.05300553971141627,1.240498720272019,1.3465097996948514
46,1.293504259984924,0.05302887141237762,1.2404753885725464,1.3465331313973017
47,1.2935042599858062,0.05304967553046128,1.240454584455345,1.3465539355162675
48,1.293504259986329,0.053068225885189176,1.2404360341011398,1.346572485871518
49,1.2935042599866384,0.05308476663251369,1.2404194933541248,1.346589026619152
50,1.2935042599868218,0.05309951547834799,1.2404047445084738,1.3466037754651698
51,1.2935042599869306,0.05311266654396651,1.2403915934429641,1.3466169265308972
52,1.293504259986995,0.053124392920989194,1.2403798670660058,1.3466286529079843
53,1.2935042599870332,0.05313484894957783,1.2403694110374555,1.346639108936611
54,1.2935042599870559,0.05314417224982946,1.2403600877372265,1.3466484322368852
55,1.2935042599870692,0.05315248553310382,1.2403517744539654,1.346656745520173
56,1.2935042599870772,0.05315989821712497,1.240344361769952,1.3466641582042023
57,1.2935042599870816,0.05316650786611491,1.2403377521209666,1.3466707678531966
58,1.2935042599870843,0.05317240147491377,1.2403318585121705,1.346676661461998
59,1.293504259987086,0.053177656613988,1.240326603373098,1.3466819166010742
60,1.293504259987087,0.05318234245039691,1.24032191753669,1.346686602437484
61,1.2935042599870874,0.053186520658155226,1.2403177393289322,1.3466907806452426
62,1.2935042599870878,0.05319024622997384,1.240314013757114,1.3466945062170617
63,1.293504259987088,0.05319356820106254,1.2403106917860256,1.3466978281881505
64,1.2935042599870883,0.053196530294521316,1.2403077296925669,1.3467007902816097
65,1.2935042599870883,0.05319917149681484,1.2403050884902735,1.346703431483903
66,1.2935042599870883,0.053201526570904316,1.240302733416184,1.3467057865579926
67,1.2935042599870883,0.05320362651379036,1.240300633473298,1.3467078865008786
68,1.2935042599870883,0.0532054989644892,1.240298761022599,1.3467097589515775
69,1.2935042599870883,0.05320716856781169,1.2402970914192766,1.3467114285549
70,1.2935042599870883,0.05320865729873327,1.240295602688355,1.3467129172858217
71,1.2935042599870883,0.05320998475162401,1.2402942752354642,1.3467142447387124
72,1.2935042599870883,0.05321116839814576,1.2402930915889425,1.346715428385234
73,1.2935042599870883,0.053212223817210524,1.2402920361698777,1.3467164838042989
74,1.2935042599870883,0.05321316490002688,1.2402910950870614,1.3467174248871152
75,1.2935042599870883,0.053214004032933235,1.240290255954155,1.3467182640200215
76,1.2935042599870883,0.053214752260424256,1.240289507726664,1.3467190122475126
77,1.2935042599870883,0.05321541943051625,1.240288840556572,1.3467196794176046
78,1.2935042599870883,0.053216014324364694,1.2402882456627236,1.346720274311453
79,1.2935042599870883,0.053216544771840034,1.2402877152152483,1.3467208047589283
80,1.2935042599870883,0.053217017754582804,1.2402872422325055,1.346721277741671
81,1.2935042599870883,0.05321743949789455,1.2402868204891937,1.3467216994849829
82,1.2935042599870883,0.05321781555267397,1.2402864444344144,1.3467220755397622
83,1.2935042599870883,0.0532181508684767,1.2402861091186117,1.3467224108555649
84,1.2935042599870883,0.05321844985866035,1.240285810128428,1.3467227098457486
85,1.2935042599870883,0.05321871645847221,1.240285543528616,1.3467229764455606
86,1.2935042599870883,0.05321895417684414,1.240285305810244,1.3467232141639325
87,1.2935042599870883,0.05321916614257645,1.2402850938445118,1.3467234261296648
88,1.2935042599870883,0.053219355145518496,1.2402849048415698,1.3467236151326067
89,1.2935042599870883,0.05321952367328812,1.2402847363138,1.3467237836603765
90,1.2935042599870883,0.05321967394401314,1.2402845860430751,1.3467239339311015
91,1.2935042599870883,0.05321980793552594,1.2402844520515623,1.3467240679226142
92,1.2935042599870883,0.05321992741139524,1.2402843325756931,1.3467241873984834
93,1.2935042599870883,0.05322003394413784,1.2402842260429505,1.346724293931226
94,1.2935042599870883,0.05322012893591578,1.2402841310511725,1.346724388923004
95,1.2935042599870883,0.05322021363699131,1.240284046350097,1.3467244736240795
